"year","GPP","ER","depth_log","temp.water","day.length","discharge_log","shortwave","velocity_log"
2007,6.7441007076549,-14.5873390825379,-1.30551993366765,16.9666666666667,10,-1.81781958640566,170.135333333333,-2.86662011537139
2007,7.66878892870618,-15.5059715579507,-1.37102871601536,15.990625,9.75,-1.98124719383965,157.926333333333,-2.92878080737938
2007,8.39035985626823,-16.2218987363693,-1.36368224025166,15.9,9.75,-1.96029182866366,159.372791666667,-2.92184408559469
2007,7.31571188819486,-13.7501545114269,-1.36424590716954,15.3645833333333,9.75,-1.96406937775176,161.064166666667,-2.92234794171811
2007,6.55543387293048,-13.3224476457761,-1.33280877320334,15.0458333333333,9.75,-1.88564536964498,137.317958333333,-2.89251752454078
2007,7.20125518405728,-13.7317078117113,-1.38282849476649,15.01875,9.75,-2.00856892799243,154.158708333333,-2.94000479818319
2007,6.57108115911064,-12.3103474778252,-1.44845839496447,15.125,9.75,-2.17436478658812,156.589625,-3.00225370301655
2007,6.51082481881414,-12.5147770637487,-1.42796577341968,15.1604166666667,9.75,-2.12327909029142,153.371083333333,-2.98280796166038
2007,7.68218817868603,-14.8947736564219,-1.44966212269194,15.3760416666667,9.75,-2.17748329223393,150.053,-3.00339443300841
2007,8.20156438735837,-16.267941132693,-1.4776100335507,15.5677083333333,9.75,-2.24699686146761,119.941958333333,-3.02991667165321
2007,7.60635668358039,-15.0255681385818,-1.5127316914086,14.88125,9.75,-2.33380533696522,141.389875,-3.06325371016612
2007,8.38818400539974,-14.8249306049296,-1.54784238922014,14.753125,9.75,-2.41821952519352,139.609666666667,-3.09661268883095
2007,8.34823230973035,-14.9248948449754,-1.56121309535374,14.8385416666667,9.5,-2.45566697706723,142.300541666667,-3.10924542081415
2007,8.90500630074593,-15.6327512647349,-1.55260294047154,15.3229166666667,9.5,-2.43390481256434,139.63075,-3.10107902493112
2007,8.74841842949909,-14.3843498877481,-1.55831690002659,15.821875,9.5,-2.44745056658498,137.696583333333,-3.10651030535006
2007,6.47406629272291,-11.1862187860511,-1.55661891636699,15.8989583333333,9.5,-2.44438673440105,131.311041666667,-3.10488372921724
2007,4.64727602965023,-12.5467765383089,-1.44906031590353,15.3625,9.5,-2.17203227289615,127.112291666667,-3.00287650684736
2007,4.51411504132457,-9.596121537624,-1.35520258407318,14.303125,9.5,-1.94161521191643,137.07575,-2.91376545671101
2007,7.9808634553074,-14.0164635687105,-1.31665222376827,13.971875,9.25,-1.84544565268059,141.27925,-2.87718536357883
2007,8.29712593293473,-14.5212501920831,-1.25889217116737,13.428125,9.25,-1.70118768231742,140.933291666667,-2.82237948260738
2007,7.81372881730613,-12.8942127803018,-1.24348352264889,13.1677083333333,9.25,-1.66265735142075,115.255958333333,-2.80775952447408
2007,9.0566716605465,-14.6082287455751,-1.25631340128219,13.1270833333333,9.25,-1.69393952301821,141.315291666667,-2.81994315298504
2007,9.71256067987595,-15.2395667436862,-1.27538063512745,13.2260416666667,9.25,-1.74227240129176,137.709875,-2.83802588548625
2007,9.93266240960628,-15.6029765614664,-1.22590638158255,13.3520833333333,9.25,-1.61883473029557,138.720916666667,-2.79108038858876
2007,9.85825302661839,-16.1546199314534,-1.19300961239961,13.1864583333333,9.25,-1.53697281055973,136.679125,-2.75986226463827
2007,0.497753280261081,-2.32641278429039,-0.984800791231869,14.7604166666667,9.25,-0.99160660751528,47.6045833333333,-2.56264411987271
2007,6.59504824763676,-13.1649393594005,-1.01403632940433,15.1666666666667,9.25,-1.08723487877358,134.875208333333,-2.59007834639316
2008,18.6199601070159,-1.88585697664688,0.241767179783825,10.7333333333333,11.5,2.05481847803397,104.898375,-1.39857469602408
2008,9.34682077082324,-1.13836805273849,0.498671749863123,12.7583333333333,11.5,2.69300997685367,229.939875,-1.15476774173688
2008,7.89399096375284,-1.94025334024602,0.430085260256184,12.9197916666667,11.5,2.51596850304625,232.984541666667,-1.21977157712956
2008,9.72845248394908,-3.95070737295523,0.393330475295315,13.115625,11.5,2.42521116117163,233.601708333333,-1.25465998250871
2008,8.51699278286953,-4.15078626426686,0.39069364655997,12.50625,11.5,2.4179046903597,229.314208333333,-1.25715263729994
2008,12.2341640299933,-3.35506411430762,0.384073523198302,12.321875,11.5,2.40115370234046,237.103125,-1.26343132245439
2008,17.0461443234068,-7.09587067458067,0.338863462550768,12.64375,11.5,2.29068402554551,240.708791666667,-1.30636089457915
2008,16.3231410444027,-6.88023835587031,0.28499571659851,12.5458333333333,11.5,2.15358561737629,239.782833333333,-1.35744018806475
2008,20.8962938241585,-10.777266570905,0.219644139090757,13.11875,11.5,1.99918384185743,243.315541666667,-1.41956580939785
2008,25.3702725516816,-18.2692770388378,0.000640251959684807,13.1760416666667,11.5,1.44841810919953,228.827083333333,-1.62731812145526
2008,16.6025282237071,-12.0076466696532,-0.140372719483834,13.840625,11.5,1.09273267652301,244.755041666667,-1.76107271022886
2008,15.6563079224904,-12.5451141116237,-0.232209450189406,14.6229166666667,11.5,0.863537819604622,246.745166666667,-1.84821453679581
2008,13.8009583648339,-12.6126381826075,-0.287746097863073,14.9322916666667,11.5,0.723875374766982,247.977,-1.90089824288079
2008,11.3515054255681,-12.6408699488154,-0.345831601895583,15.3572916666667,11.75,0.578836375290979,244.537,-1.95601325887767
2008,9.60324606739717,-12.5022966091833,-0.389640261244612,16.0260416666667,11.75,0.469204551865302,251.123208333333,-1.99757843977919
2008,8.7521897644709,-13.33998403251,-0.394571478684715,15.740625,11.75,0.456952681511908,242.179791666667,-2.00225830037463
2008,5.40608643474383,-11.0307677093459,-0.449575215974703,16.184375,11.75,0.319410910012985,229.459583333333,-2.05444661987759
2008,6.5287839199189,-16.745219376623,-0.465781095002945,15.2,11.75,0.279178111792482,252.663125,-2.06982679253342
2008,4.9496697547872,-14.0136533902157,-0.460567476034565,13.9541666666667,11.75,0.292696323191013,214.658791666667,-2.06488618981215
2008,4.30646418495576,-13.4956287292339,-0.450184813303815,14.084375,11.75,0.320053652402547,265.512166666667,-2.05505313885839
2008,10.5268350163575,-9.90247586127708,-1.2658917892797,16.9385416666667,13.25,-1.70345342207938,335.191875,-2.82922367757979
2008,9.33743022830371,-8.67832716968573,-1.39778967515179,17.2385416666667,13.25,-2.01851046574291,332.500541666667,-2.95457696562462
2008,11.1534304221491,-5.41833324837835,-1.32635946596667,18.2114583333333,13.25,-1.85200305322675,338.538541666667,-2.88663295461474
2008,13.1551872951429,-5.78622432148406,-1.26618209431208,18.4895833333333,13.25,-1.70816313439851,337.808208333333,-2.8294441415459
2008,6.00188617448531,-13.0636259520859,-1.15254062987713,16.6270833333333,13.75,-1.43148884573194,274.708166666667,-2.72152146164914
2008,10.7032050996722,-12.7208146648624,-1.06046322422557,17.7614583333333,13.75,-1.20442753755559,320.589833333333,-2.63411460276487
2008,2.46240288010089,-4.07539155768678,-1.06709263904654,16.8895833333333,13.75,-1.22169158375702,221.010541666667,-2.64039582071815
2008,13.8577735383261,-14.2777669313627,-1.11196089135063,18.6,13.75,-1.33405996169189,318.743541666667,-2.68296523674544
2008,14.3658712205654,-14.1875210576963,-1.16157445494308,18.9927083333333,13.75,-1.4563604645911,288.584583333333,-2.73006190255415
2008,13.833520673466,-12.980682526319,-1.23171499744627,19.0177083333333,13.75,-1.63187155238253,346.070333333333,-2.79661067668193
2008,13.2965948575884,-12.0621282039173,-1.27375347363625,19.2708333333333,13.75,-1.73756730103042,351.265666666667,-2.83649022128699
2008,15.2285506220211,-13.1752979556094,-1.2492933240078,19.5989583333333,13.75,-1.67580925541395,351.467083333333,-2.81328962205003
2008,11.1308979946149,-15.3522952217625,-1.36596684826734,21.8,13.75,-1.96722827266032,337.634,-2.92399573795079
2008,9.92118384857059,-13.8536776573751,-1.36956507209357,21.4864583333333,13.75,-1.97633947034358,340.952333333333,-2.92740846850077
2008,12.0988085894268,-15.9775678863915,-1.29506581497019,21.7645833333333,13.75,-1.78934600018888,333.569875,-2.85673165487829
2008,6.42740391734455,-9.55800846165337,-1.25943680490621,20.7645833333333,13.75,-1.70134935073585,333.121458333333,-2.82291200078661
2008,8.55199165918639,-11.7862444283921,-1.20055159117238,21.1708333333333,13.75,-1.5548267205555,338.051708333333,-2.76703114735659
2008,10.6034984762503,-14.4215707205726,-1.15313092592448,21.7322916666667,13.75,-1.43643873827883,337.170208333333,-2.722035392626
2008,10.5387744752762,-14.2022930560814,-1.27424637173983,22.3239583333333,13.75,-1.73656193901544,334.283,-2.83698732245286
2008,11.9518069518068,-16.2843295215843,-1.36889458367187,22.728125,13.75,-1.97400078531888,323.883875,-2.92678103477478
2008,9.6085076002868,-13.4607054889866,-1.31411210744058,22.896875,13.5,-1.83726260534415,324.468125,-2.87479849670002
2008,9.56075462735338,-12.6114578749452,-1.20326479564335,22.4072916666667,13.25,-1.56197411276515,327.295875,-2.76960092193946
2008,10.4618676287305,-13.4355475864206,-1.19756303406186,22.1822916666667,13.25,-1.54731416435446,326.919166666667,-2.76419626412704
2008,9.87158764753037,-13.5740884284295,-1.24369567969668,22.2739583333333,13.25,-1.66242406085629,328.744916666667,-2.80788565897572
2008,9.2319227240544,-13.730426647282,-1.26970730451162,22.25,13.25,-1.7267293458412,327.175416666667,-2.83266059767395
2008,10.985722993793,-16.4003386518366,-1.38146597599048,22.1645833333333,13.25,-2.00003215731317,327.946416666667,-2.93877928088935
2008,8.69705939653378,-12.8399340653488,-1.4429450923295,22.36875,13.25,-2.15026723500906,327.872083333333,-2.99715086548721
2008,9.82273887074657,-13.8512327104653,-1.35255479640389,22.1125,13.25,-1.93424115146372,324.877291666667,-2.91126298428432
2008,9.64148933958131,-12.8060643838632,-1.32693051803997,22.259375,13.25,-1.87059588630336,185.253875,-2.88694475054337
2008,10.7476548000027,-15.5401437888966,-1.37511755622551,22.475,13.25,-1.98660913698103,313.369416666667,-2.93272353598319
2008,10.3271704004847,-15.9284068731798,-1.38052182072768,22.4604166666667,13.25,-2.00418199399916,317.77225,-2.93779843545391
2008,7.66568275606818,-11.859926835756,-1.34456616352259,22.2989583333333,13.25,-1.91423846414887,315.363916666667,-2.90368349876947
2008,8.87478614763728,-13.1021856389731,-1.39514975958028,21.9447916666667,13.25,-2.03372328709218,317.197833333333,-2.95177006048855
2008,10.3720254271887,-14.6719600123775,-1.48816077182088,21.8739583333333,13.25,-2.25850253069696,318.783791666667,-3.04011699925579
2008,9.39784624672624,-14.473434214635,-1.49836340952334,21.7270833333333,13.25,-2.28655245211468,324.079458333333,-3.04976764413424
2008,7.97743853709935,-12.9026746054101,-1.44193936767539,21.76875,13.25,-2.15458251014058,319.907666666667,-2.99611364834268
2008,9.22212086962873,-14.854218043832,-1.46868879924799,22.1104166666667,13.25,-2.22165115208686,320.957833333333,-3.02149237297883
2008,8.74885874021475,-13.8144984622007,-1.47545868125011,22.4197916666667,13.25,-2.23866116441026,307.199041666667,-3.02791430180318
2008,9.37562998363316,-13.956201476211,-1.44111485320723,22.8802083333333,13.25,-2.15204185836743,296.439041666667,-2.99533795703545
2008,8.30979956145812,-14.4819968734846,-1.51308701332542,22.4552083333333,13.25,-2.33016013244289,307.55775,-3.06365189610744
2008,9.03216102392274,-14.5957497795186,-1.49577351930785,22.5510416666667,13,-2.28975059410501,307.668375,-3.04718533866597
2008,6.8202779164942,-11.6475915966215,-1.45062049132707,22.240625,13,-2.17904619955911,308.332791666667,-3.00431457600045
2008,5.91216856491318,-10.3785177010614,-1.40180174980352,22.146875,13,-2.05583244976408,311.059375,-2.95800991424007
2008,6.95474938902952,-11.303438916745,-1.43411502691813,22.4604166666667,12.75,-2.13294100120315,306.671083333333,-2.98871808605392
2008,6.763220827601,-12.7710602931995,-1.51334665804904,22.7052083333333,12.75,-2.32321041418569,300.790791666667,-3.06399514410923
2008,7.01291299145951,-15.3017431208606,-1.53250585298075,22.409375,12.75,-2.37766246642789,300.65475,-3.0820879070309
2008,6.82263591089132,-14.474151403177,-1.5195343958337,22.178125,12.75,-2.34821171639111,300.661083333333,-3.06974239534229
2008,5.25746729618885,-12.2083745047151,-1.67543650837182,21.971875,12.75,-2.72461872159824,301.442375,-3.21784895453885
2008,6.97086000785897,-14.7774241698184,-1.679623457706,21.7875,12.75,-2.74323446916942,278.2805,-3.22170727762839
2008,6.88431884211661,-14.03291334385,-1.73116201972534,21.73125,13,-2.87375873394769,277.335791666667,-3.27058568165556
2008,6.91865137768496,-15.2698734479955,-1.67989523197482,21.73125,13,-2.74690756788128,275.783125,-3.22192666584533
2008,6.51314487196385,-14.6344046196739,-1.59238150541502,21.940625,13,-2.53170716353024,270.691333333333,-3.13884307621861
2008,6.30235117507976,-14.9521317083705,-1.52415703908642,21.6322916666667,13,-2.35876426620767,269.920333333333,-3.07414101525225
2008,5.04138822192995,-13.2880134300928,-1.56228932685819,21.2135416666667,13,-2.45463622624586,267.433041666667,-3.11031627064985
2008,4.00915293112701,-10.766739334047,-1.51924522074046,20.7635416666667,13,-2.34759443242089,267.839416666667,-3.06946660091667
2008,5.60498542084123,-14.501603051121,-1.41838005476562,20.9447916666667,13,-2.09628000413998,265.994208333333,-2.97375207488635
2008,4.74230904077672,-12.0162015817421,-1.38266887395814,21.0395833333333,13,-2.00703131099536,265.777208333333,-2.93986889131375
2008,4.62472297509389,-11.6332071189716,-1.37277621564777,20.79375,12,-1.97975098751158,267.15975,-2.9305172048601
2008,5.88572894259008,-14.4460592669124,-1.33494025080565,20.9114583333333,12,-1.88915072863842,265.56725,-2.89456376140812
2008,6.45079964471811,-14.5921943999724,-1.33409426776332,21.0427083333333,12,-1.88778607300213,261.147791666667,-2.89375124807622
2008,5.86818090427256,-14.2285490420811,-1.39315231410125,20.4416666666667,12,-2.03552834173391,252.767208333333,-2.94978567356408
2008,6.08774122930669,-14.9412614172603,-1.41662276115192,20.3052083333333,12,-2.09029840956156,249.497125,-2.97210669044163
2008,5.89329410645702,-14.8963069238245,-1.4721894394488,20.5875,12,-2.22984568032383,249.665,-3.02482184422185
2008,5.16722286768491,-12.3560023295306,-1.41648336429891,20.8614583333333,11.75,-2.09268675557386,250.330708333333,-2.97193774673623
2008,6.01716533947232,-14.341483652477,-1.35883328401774,20.903125,12,-1.94925119990194,248.237833333333,-2.91722924697199
2008,4.49368429841897,-13.4392329351635,-1.32980903943624,20.81875,12,-1.87558725777195,242.266708333333,-2.88970508560696
2008,4.43811820643729,-14.9166336419434,-1.38629535305485,20.9958333333333,12,-2.00703131099536,242.103875,-2.94343219251003
2008,5.18700013152343,-16.2885830599743,-1.47162264195692,21.0885416666667,11.75,-2.23039437718259,238.337291666667,-3.02425722198222
2008,2.9698605756343,-9.84664103529718,-1.48072297628718,20.8822916666667,11.75,-2.24504564133635,151.321166666667,-3.03299773977252
2008,4.84336813933157,-16.7558305978014,-1.4624594353009,20.675,11.5,-2.20706812292457,227.576541666667,-3.01556903795763
2008,4.2571680543421,-13.8468486269917,-1.57642157463994,20.675,11.75,-2.47580654664976,228.617583333333,-3.12391694005809
2008,4.34912899540667,-13.8356782368226,-1.63079571704926,20.5385416666667,11.75,-2.6220962374419,220.306666666667,-3.1753688919471
2008,3.63824943638453,-12.3313865970091,-1.61216540444303,20.4708333333333,11.5,-2.5764624520633,214.439333333333,-3.1576778871506
2008,3.62903751438976,-15.3749385402928,-1.45636625954516,20.1197916666667,11.5,-2.19216630379317,141.624208333333,-3.00978291582969
2008,4.56016196574098,-17.0474837761174,-1.40707732820732,19.8822916666667,11.5,-2.07092619968334,222.209458333333,-2.96299031213821
2008,3.29642216219528,-12.7994630693569,-1.47815067541492,19.7520833333333,11.5,-2.23810791405037,225.016125,-3.03056758180928
2008,3.80096196341854,-13.5900058263537,-1.48136603576935,19.975,11.5,-2.25147114186254,226.578125,-3.03354604255788
2008,3.40276941738756,-12.1120633420703,-1.52627067463326,19.8916666666667,11.5,-2.35845230239294,224.580875,-3.07622315423478
2008,3.14493460045204,-12.2177335981535,-1.63030540974983,19.5739583333333,11.5,-2.61804436804102,221.749375,-3.17493902412368
2008,3.52299825394525,-12.4600016580421,-1.64027743314702,18.5354166666667,11.5,-2.6426055699374,226.224416666667,-3.18440945607987
2008,3.75932664147465,-14.1607438042826,-1.48718881664934,17.6916666666667,11.5,-2.26957118350615,222.42225,-3.03902333414475
2008,2.63302480400194,-10.1665578058302,-1.47336133502877,17.375,11.5,-2.23094337527488,221.382833333333,-3.02595843319986
2008,3.10758581962585,-11.5377945004078,-1.44768217623637,17.3510416666667,11.5,-2.16712587183348,218.334833333333,-3.00158745020049
2008,2.67767807370402,-10.9676496603589,-1.52791174669843,17.7270833333333,11.5,-2.35970074200578,213.739708333333,-3.07782367995945
2008,3.36345634084316,-11.9202767301193,-1.46290009184847,18.28125,11.5,-2.20706812292457,210.907291666667,-3.01600061242381
2008,3.23112984318669,-11.5930878687993,-1.43737927875577,18.3739583333333,11.5,-2.13493452291993,210.382166666667,-2.99190021481116
2008,3.15919857136473,-11.6720280403575,-1.63576337886782,18.4833333333333,11.5,-2.62861357211976,205.2705,-3.18015632145463
2008,2.90216519025329,-11.1392786444607,-1.65437553320507,18.7458333333333,10.5,-2.67975631754098,200.584875,-3.19775181717717
2008,3.78801826794467,-14.3130147936194,-1.47677875930778,18.66875,10.5,-2.24365423997092,199.301833333333,-3.02914451428097
2008,3.00767833585456,-11.2945804350944,-1.52530617303109,18.5864583333333,10.5,-2.35970074200578,199.41025,-3.0752594939738
2008,2.74633653213572,-11.1887229820379,-1.56126040260041,18.371875,10.5,-2.44065475381851,200.25275,-3.10949311001808
2008,3.28931506036879,-10.9976486022242,-1.64226970165931,18.434375,10.5,-2.65092854765406,197.30975,-3.18625384737403
2008,3.65334826655735,-12.5885882980467,-1.58836258234328,18.2583333333333,10.5,-2.52137496829303,194.9485,-3.13503390031903
2008,3.0530629655188,-10.5354148160676,-1.6377492101535,18.0541666666667,10.5,-2.6397088164117,194.24225,-3.18196141933656
2008,3.03955986834504,-11.441059648488,-1.63578997104741,18.0395833333333,10.5,-2.62984031527095,192.926,-3.18016960319668
2008,3.03653744184679,-10.6655485976057,-1.6422331612783,18.0010416666667,10.5,-2.64842437272274,190.681166666667,-3.18625246690462
2008,4.16388090802454,-13.8040981167297,-1.61656014673172,18.1677083333333,10.5,-2.58856016058298,184.262375,-3.16183271568661
2008,2.212824378954,-7.71307603541687,-1.8991644712108,18.1583333333333,10.5,-3.2810793483442,182.160375,-3.4301640083757
2008,2.20050504926163,-7.9802150663824,-1.88900650424184,18.128125,10.5,-3.24675412436486,91.4637916666667,-3.42066584751205
2008,1.54254161551035,-7.08187652930792,-1.83837064055027,18.565625,10.25,-3.14298723454231,119.753083333333,-3.37229201875483
2008,2.05303876142515,-8.33392876078842,-1.89836681925856,18.6229166666667,10.25,-3.28288589166237,82.00725,-3.42935546463927
2008,3.27948857191876,-13.5350527454989,-1.65597193122986,18.76875,10.25,-2.68796193473343,178.726458333333,-3.19921389300911
2008,1.99299842946001,-7.87646907318431,-1.48495725541363,18.4135416666667,10.25,-2.23949161428498,180.57675,-3.03717676729044
2008,2.49583411444796,-11.638684021919,-1.40426436252816,17.7979166666667,10.25,-2.06068402448768,183.414958333333,-2.96036236931109
2008,2.34940882202235,-11.6771479204834,-1.29977405584966,16.9291666666667,10.25,-1.80321288905731,166.941458333333,-2.86117143616855
2008,2.38488816949388,-11.475314432042,-1.28485730205947,16.8479166666667,10.25,-1.76544604009637,176.592708333333,-2.84702428228419
2008,2.18956849111355,-10.9018799928289,-1.28963442771509,17.1322916666667,10,-1.77514644527958,176.093166666667,-2.85158621631382
2008,2.30038491244115,-10.5485453056999,-1.34104604726241,17.2770833333333,10,-1.90607027449702,173.611791666667,-2.9003354010209
2008,1.95874213288756,-10.36717493289,-1.34894409392286,17.03125,10,-1.92550392225548,173.036958333333,-2.90783328883197
2008,1.75748270238559,-9.60079579863719,-1.30131542640236,16.7270833333333,10,-1.80017418799715,166.51575,-2.86272634218214
2008,1.90183979696377,-10.0841824243198,-1.38435628569341,17.0104166666667,10,-2.01143079015485,157.171125,-2.94146757198342
2008,2.03023426349045,-10.9633846187212,-1.45456867684699,17.340625,10,-2.18742321189715,165.993291666667,-3.00808037534511
2008,1.91039400225704,-11.1105724705042,-1.44899820121821,17.2989583333333,10,-2.173845979832,171.574666666667,-3.00279052809561
2008,1.49575789546952,-9.43891873285685,-1.4847269543663,17.5364583333333,10,-2.2528734699566,166.135,-3.03682907922092
2008,1.69908336792464,-8.52442289764527,-1.53713785713353,17.28125,10,-2.38372212458101,167.462833333333,-3.08655991295439
2008,1.91482927173898,-11.1813863222638,-1.44314218108426,16.9708333333333,10,-2.16045062239976,167.276208333333,-2.99721759736965
2008,1.53046916087125,-9.73080993931174,-1.48873188985024,16.6083333333333,10,-2.267575459394,164.544208333333,-3.04056576837133
2008,1.6237078892184,-9.21360147591863,-1.61702609129993,16.528125,10,-2.58699091742062,162.527708333333,-3.16231018852541
2008,1.61682751117952,-9.53793087405752,-1.62826384551401,17.01875,10,-2.61966314621726,160.649208333333,-3.17291253205139
2008,1.93831019878261,-12.1013501158918,-1.49771763511202,17.0364583333333,9.75,-2.2926668983008,155.510291666667,-3.04905340239747
2008,1.96900448499846,-8.62112292890085,-1.41818688446115,16.640625,9.75,-2.09005988839167,150.32575,-2.97364970702145
2008,1.67715154950565,-10.2716908317755,-1.33042479020481,16.2614583333333,9.75,-1.87847826874765,154.867666666667,-2.89027153964162
2008,1.71032895346875,-10.18925683372,-1.27383359217242,16.1333333333333,9.75,-1.73522302668153,154.163625,-2.83659933163312
2008,0.861908622523674,-11.4294978157302,-0.857320310597911,16.7333333333333,9.75,-0.665283497048369,70.378,-2.4417562091521
2008,1.86681265224456,-10.1445787013334,-0.991260515012855,17.2875,9.75,-1.03275332147086,114.434875,-2.56843628802115
2008,1.99600013089901,-10.2507816698086,-1.04505353687047,17.0145833333333,9.75,-1.16735049665822,149.582375,-2.61947478944501
2008,1.83909126321229,-10.6753811764522,-1.09180294126431,16.7239583333333,9.75,-1.28383106336013,147.7775,-2.6638366600353
2008,1.80008013519592,-10.1842747745936,-1.13046403975462,16.4229166666667,9.75,-1.37988699507671,148.761708333333,-2.70052703281701
2008,1.74729025202935,-10.2658263532179,-1.17121728303463,16.775,9.75,-1.48251580171874,144.694708333333,-2.73918490702481
2008,1.45683498104606,-8.62101469562477,-1.19309932714502,16.6770833333333,9.5,-1.53697281055973,142.885333333333,-2.75995029886825
2008,1.60584212840816,-9.27231017408509,-1.19670378090714,16.4895833333333,9.5,-1.54606754046561,145.658041666667,-2.76336919664501
2008,1.71513037359655,-8.89546268882237,-1.17527430256964,16.278125,9.5,-1.49269998688174,140.173625,-2.74303375524056
2008,1.45609260203694,-9.28559247532342,-1.22223487027542,15.8364583333333,9.5,-1.60817270126079,141.502125,-2.78761606173352
2008,1.29651714174347,-8.661974004673,-1.3110353791352,15.6604166666667,9.5,-1.83061683600713,123.973083333333,-2.8718660690293
2008,1.59909517802588,-8.95440984478079,-1.3116953276036,15.9854166666667,9.5,-1.83227414234356,100.239,-2.87249230771208
2008,1.44059225473177,-8.04755891103376,-1.29678225858958,15.8385416666667,9.25,-1.79554455009841,138.622708333333,-2.85833515611192
2008,1.44961028275511,-8.94636638481929,-1.29241474581082,15.1447916666667,9.25,-1.78353663608204,142.513083333333,-2.85420541602133
2008,1.43399681035109,-9.04916415193068,-1.34964679132141,14.546875,9.25,-1.92328102551313,142.6045,-2.90855256684286
2008,1.42391219221685,-6.92394213883153,-1.3131989047413,14.7729166666667,9.25,-1.83652200171837,139.141416666667,-2.87391255784148
2008,1.44391702376385,-8.35681770515504,-1.38455952875327,15.06875,9.25,-2.01297519200622,138.114125,-2.9416457502404
2008,1.70781467935167,-8.66657854227628,-1.14729990141484,13.3552083333333,9.5,-1.42276267962492,135.767166666667,-2.71649104369669
2008,1.66910487116563,-8.98354098658577,-1.17575992260066,13.56875,9.5,-1.49230636357416,136.157791666667,-2.7435154827266
2008,1.64771591297419,-8.05805445452672,-1.2246200217867,13.8552083333333,9.5,-1.61571321159594,126.929041666667,-2.78985863180294
2008,1.44094435254297,-6.89461118698087,-1.22803789711183,14.546875,9.5,-1.62331101350846,100.025458333333,-2.7931136892674
2008,1.49856657432062,-7.27452629621826,-1.25438784591653,13.8697916666667,9.5,-1.68961571133361,105.619166666667,-2.81810969638003
2008,0.986199334060105,-5.96148736723297,-1.25766881823518,13.996875,9.5,-1.69570644982921,49.0132083333333,-2.82125011865257
2008,1.37768416094167,-8.46793765776315,-1.18061120913204,14.3395833333333,9.5,-1.50551136200221,57.9954166666667,-2.74810430249469
2008,1.52254682889785,-8.21754849200233,-1.21971931262468,13.05625,9.5,-1.60200528083059,138.198125,-2.78522772832837
2008,1.49594350370168,-7.78586838745555,-1.28899657284363,12.6875,9.5,-1.77601714624882,136.900208333333,-2.8509487814574
2008,1.44492226835228,-7.82572461666793,-1.30466892534826,12.834375,9.5,-1.8154608807852,136.88875,-2.86581567989257
2008,1.49149786505972,-7.00396624134139,-1.24380687287086,13.315625,9.5,-1.66359105830464,138.090375,-2.80806469455189
2008,1.52204854011988,-7.48171620705019,-1.27007559327561,13.2427083333333,9.5,-1.72922000715366,140.460458333333,-2.83298961819089
2009,1.51708697465062,-7.28550265900124,-1.2918096422299,13.1916666666667,9.5,-1.78318563572744,146.444791666667,-2.8536161005644
