"date","site_name","GPP","ER","depth","temp.water","day.length","discharge","shortwave","velocity"
2013-08-31,"nwis_11447650",1.32815157649776,-3.34358272086091,3.1113478497594,22.1770833333333,12.75,489.8814531,286.048833333333,1.5713581324789
2013-09-19,"nwis_11447650",0.701757093662196,-2.85458877855333,2.79537430283837,20.6864583333333,11.75,343.663284075313,250.683458333333,1.31710753305628
2013-09-20,"nwis_11447650",0.809770299296474,-3.1297188007112,2.70712125785237,20.5197916666667,11.75,313.246270922812,244.5615,1.25179375899273
2013-09-21,"nwis_11447650",0.296316945744382,-3.80406121434215,2.70334142249122,20.0010416666667,11.75,310.237605929063,147.476166666667,1.24792627062926
2013-09-22,"nwis_11447650",1.32133127708282,-9.35890204957574,2.74030087781248,19.340625,11.75,323.121771314062,239.175541666667,1.27544871996362
2013-09-23,"nwis_11447650",0.368171408880933,-2.97296495647306,2.74539537232164,19.2677083333333,11.75,324.717543629375,233.484375,1.27913799652867
2013-09-24,"nwis_11447650",0.923039993209588,-3.41556815918111,2.7012257923869,19.4510416666667,11.75,307.848371963438,237.495166666667,1.24546743778943
2013-09-25,"nwis_11447650",0.535869585788734,-3.8381328172807,2.72310659910666,19.25,11.5,313.676922970937,237.951166666667,1.26077735179453
2013-09-26,"nwis_11447650",0.644650192742643,-3.78665333924324,2.71618371394301,18.6989583333333,11.25,308.391111530938,238.8395,1.25396173399417
2013-09-27,"nwis_11447650",0.247969960395955,-3.29043969075225,2.71101871598485,18.1885416666667,11.25,304.0993394075,236.133708333333,1.24866254948691
2013-09-28,"nwis_11447650",0.195407270596031,-3.10238514324473,2.68373179453136,18.0739583333333,11.25,296.51278414875,229.598208333333,1.22936016259782
2013-09-29,"nwis_11447650",0.139810224784203,-2.10255514779085,2.69785293236164,18.2,11.25,302.279392053438,223.242,1.24038366648734
2013-09-30,"nwis_11447650",0.0971029554697907,-1.84356169894016,2.64888835348833,18.3052083333333,11.25,288.118018881875,199.005208333333,1.2056148783457
2013-10-01,"nwis_11447650",0.10321222704026,-2.02002220860361,2.64240040441098,18.44375,11.25,285.601949039063,215.041208333333,1.2007747166849
2013-10-02,"nwis_11447650",0.0328667773274483,-2.17859399160471,2.60186613248839,18.4854166666667,11,272.201591130625,219.453208333333,1.17108585385567
2013-10-03,"nwis_11447650",0.435404046610383,-3.02362499798581,2.64635664731088,18.0760416666667,11,283.13307394125,217.724041666667,1.20141684796764
2013-10-04,"nwis_11447650",0.602974173846267,-3.26555671559093,2.56159210705665,17.3645833333333,11.5,260.966292149062,222.314041666667,1.14326900624722
2013-10-05,"nwis_11447650",0.551505448822593,-3.58257151913251,2.50950158654487,17,11.5,252.199868265312,219.226,1.1110457049122
2013-10-06,"nwis_11447650",0.237880146682262,-2.87754658640714,2.482057168589,16.9895833333333,11.5,248.082716698375,215.638541666667,1.09519311592009
2013-10-10,"nwis_11447650",1.16506540933328,-3.44435239970245,2.42849139140435,16.8791666666667,11.5,232.187231615219,201.649541666667,1.05790448298721
2013-10-11,"nwis_11447650",0.90728308636702,-3.18408729407452,2.43345915972332,16.8427083333333,11.5,229.810976204469,200.270375,1.05817426194197
2013-10-12,"nwis_11447650",0.913814786101912,-2.82835976702845,2.44262915257089,16.803125,11.5,228.626093137812,198.3045,1.06107168382844
2013-10-13,"nwis_11447650",1.05679537766576,-3.46441059682639,2.45666306981128,16.6947916666667,11.5,233.445856470937,196.209041666667,1.07157577547594
2013-10-14,"nwis_11447650",1.08030036125631,-3.74091617433078,2.43439854034715,16.734375,11.5,229.28386989625,196.341208333333,1.05753252297946
2013-10-15,"nwis_11447650",1.34516329419318,-3.53928075523498,2.43922777654215,16.6583333333333,11.5,231.605261415937,197.678125,1.06179283121199
2013-10-25,"nwis_11447650",1.62690361830033,-1.56493002445835,2.31504758715929,16.7197916666667,10.5,200.724264926656,168.657083333333,0.980044163911908
2013-10-28,"nwis_11447650",1.69361431214567,-3.30433095412859,2.37343542246513,16.0208333333333,10.25,220.595022374594,121.577625,1.02340862047783
2013-10-31,"nwis_11447650",1.01579348853668,-5.26486378349876,2.49357618664903,14.90625,10,250.157515675437,160.150583333333,1.10315991431421
2013-11-01,"nwis_11447650",0.666900375697208,-4.65536405053907,2.53385410731937,14.7395833333333,10,258.007771571875,154.255208333333,1.1276168399772
2013-11-02,"nwis_11447650",0.306336352933909,-3.16993729496168,2.5313695130254,14.6645833333333,10,266.227621315094,146.6095,1.13290711741358
2013-11-03,"nwis_11447650",0.372864072079636,-3.31613329829692,2.64116265421408,14.1364583333333,10,287.070885477188,147.627458333333,1.2010784941709
2013-11-04,"nwis_11447650",0.485148008019407,-3.28989551402967,2.60845718520584,13.4052083333333,10,280.510815922187,153.219458333333,1.18007404546317
2013-11-05,"nwis_11447650",0.44536760941707,-2.81136822793218,2.51452085798091,12.8395833333333,10,266.103440142312,148.469625,1.12655273119424
2013-11-06,"nwis_11447650",0.505249665685646,-3.29075563185903,2.49499124557271,12.7322916666667,10,256.089010220469,120.915916666667,1.10902184907675
2013-11-07,"nwis_11447650",0.746595678668855,-3.02470615004541,2.47830096278756,12.8822916666667,10,251.922009204125,120.676583333333,1.09799552485102
2013-11-08,"nwis_11447650",0.895381709492759,-3.01902080396332,2.53664691114072,13.125,10,256.35005615375,143.204166666667,1.12750502282188
2013-11-09,"nwis_11447650",0.746790485636316,-3.57659204859305,2.52796797328343,13.490625,10,250.067255725625,140.76225,1.11853808791714
