"date","site_name","GPP","ER","depth","temp.water","day.length","discharge","shortwave","velocity"
2008-11-01,"nwis_11126000",2.39922389747576,-6.35610235892508,1.46924669485306,15.2385416666667,10.25,0.281133196621875,114.41275,0.0952554842860789
2008-11-08,"nwis_11126000",2.95755278477737,-6.61593414550963,1.526414348763,14.6947916666667,10,0.2979168278125,170.045458333333,0.0958158823843865
2008-11-09,"nwis_11126000",1.79346135773747,-5.94548438103896,1.49765815058669,14.315625,10,0.28936278028125,170.110791666667,0.095540069821378
2008-11-10,"nwis_11126000",2.28855215320819,-7.30981809667375,1.41196834098575,14.553125,10,0.264792016165625,162.822916666667,0.0946672605416189
2008-11-11,"nwis_11126000",2.35462587995403,-7.11365838122876,1.28882515479008,14.9083333333333,10,0.230074381875,153.935791666667,0.0933779285816189
2008-11-12,"nwis_11126000",1.94336497178093,-6.71574406158616,1.25306789657225,15.2364583333333,10,0.2205174460125,162.279958333333,0.0929702158218632
2008-11-13,"nwis_11126000",2.13575897653675,-7.0591784641613,1.2458888343059,15.3447916666667,10,0.218482172634375,168.286833333333,0.0928964369973614
2008-11-14,"nwis_11126000",1.83149773469548,-7.24376863067254,1.27969580212,15.6041666666667,10,0.2275966577625,163.014333333333,0.0932764199230222
2008-11-15,"nwis_11126000",1.94665486973206,-7.23313843168072,1.23696246196468,15.4958333333333,10,0.21609293866875,163.296666666667,0.0927949439295879
2008-11-16,"nwis_11126000",1.794133278276,-6.79987427728811,1.22166141365173,15.34375,10,0.2120223919125,163.708375,0.092619256114091
2008-11-17,"nwis_11126000",1.70859412177798,-6.32853060268938,1.22798271351737,15.19375,10,0.213703704703125,161.729875,0.0926918621192556
2008-11-18,"nwis_11126000",1.74972811870377,-7.8416444681448,1.14656972732513,14.890625,10,0.192820030040625,159.796208333333,0.0916995021967142
2008-11-19,"nwis_11126000",1.3937303666871,-8.54302650756383,1.0581466607981,14.58125,10,0.17037302945,156.720041666667,0.0906026732257633
2008-11-20,"nwis_11126000",1.19844129979382,-9.00972698040243,1.03189333914523,14.6916666666667,10,0.1638837520125,148.472791666667,0.0902633166788214
2008-11-21,"nwis_11126000",1.26252076554836,-8.80356733396884,1.00858432489951,14.7552083333333,9.75,0.158308872759375,146.865583333333,0.0899455147360491
2008-11-22,"nwis_11126000",1.31845426540001,-8.68506675706503,1.0384692791465,14.78125,9.75,0.16547657465625,151.319166666667,0.0903511414881992
2008-11-23,"nwis_11126000",1.08586725459961,-8.86225643766934,1.03758853942325,14.6760416666667,9.75,0.165270097646875,152.061541666667,0.0903387830813215
2008-11-24,"nwis_11126000",1.13347496727782,-9.18316482762375,1.04136530445479,14.9020833333333,9.75,0.16618449583125,144.073291666667,0.0903892495361302
2009-04-02,"nwis_11126000",8.76631100072901,-6.42011777827985,0.92469672218691,14.403125,13,0.1386345634375,277.5455,0.0887646908607589
2009-04-03,"nwis_11126000",10.5499597672747,-5.6742277894868,0.961982476375169,14.1197916666667,13,0.1472476044,288.061375,0.0893022513252215
2009-04-04,"nwis_11126000",9.49584173426109,-4.61706644043946,0.974149201229495,13.8822916666667,13,0.1500792891,289.040416666667,0.0894755340409515
2009-04-05,"nwis_11126000",9.56773426343314,-4.36553720340212,0.994656553997828,13.878125,13,0.154946247178125,289.71425,0.0897585600592676
2009-04-06,"nwis_11126000",9.3798351056762,-5.12090700626357,1.01030989013921,14.2166666666667,13,0.158662833346875,289.787791666667,0.0899744466334447
2009-04-07,"nwis_11126000",8.86536504491188,-6.99510640105669,1.03839930545912,13.7625,12.25,0.16547657465625,243.808625,0.0903487272479748
2009-04-08,"nwis_11126000",10.113111175345,-7.52643910107691,1.05071097069846,13.6958333333333,12.25,0.16848523965,277.571125,0.0905108386835188
2009-04-09,"nwis_11126000",12.6599236879756,-6.72712415554828,1.04754487054244,14.384375,12.25,0.16771832504375,285.245541666667,0.0904686293459458
2009-04-10,"nwis_11126000",13.3890016928839,-8.42773378630378,1.10441165056153,14.1760416666667,12.5,0.18175876168125,207.602583333333,0.0912051411218432
2009-04-11,"nwis_11126000",14.2402240995707,-7.20955125162563,1.10366454799883,14.415625,12.5,0.1815817813875,293.491333333333,0.0911948684508585
2009-04-12,"nwis_11126000",13.9346208601605,-7.06910022342843,1.12622009178902,14.9708333333333,12.5,0.187274647503125,283.167666666667,0.0914767762861969
2009-04-13,"nwis_11126000",11.4607050931553,-7.22154890589936,1.26136302865624,14.540625,12.5,0.2233491307125,258.293125,0.093023236965638
2009-04-14,"nwis_11126000",15.581311930597,-9.52028993474048,1.4153306264564,13.7,13,0.265440943909375,297.604875,0.0947196668188462
2009-04-15,"nwis_11126000",14.3287227711011,-9.17067820398514,1.46456658114361,13.05625,12.5,0.27980584441875,305.481791666667,0.0952071953831376
2009-04-16,"nwis_11126000",14.0347413459676,-8.00505712853465,1.54327143045256,13.9229166666667,12.5,0.30293126946875,305.904041666667,0.0959775656109777
2009-04-17,"nwis_11126000",13.7223515484506,-6.20216696672257,1.52046479051963,14.8583333333333,12.5,0.296147024875,302.304833333333,0.0957588177161778
2009-04-18,"nwis_11126000",12.8972232872324,-4.96034750401415,1.56905284950718,15.1104166666667,12.5,0.31060041553125,302.183583333333,0.0962248458398818
2009-04-19,"nwis_11126000",13.6458870377164,-5.90309554113142,1.54624620957425,15.7041666666667,12.75,0.3038161709375,306.549208333333,0.096006097945082
2009-04-20,"nwis_11126000",13.8457469645198,-6.35645210741995,1.50559089491119,15.9416666666667,12.75,0.29172251753125,303.157958333333,0.0956161560456562
