"date","site_name","GPP","ER","depth","temp.water","day.length","discharge","shortwave","velocity","discharge_log","depth_log","velocity_log","year"
"2015-10-02","nwis_11463980",1.45117181125973,-1.60595896975367,0.330511879303182,20.0416666666667,11.25,1.4636270293125,222.427791666667,0.353368091027424,0.380917621683356,-1.10711267690766,-1.04024501454989,2015
"2015-10-03","nwis_11463980",1.46596028181187,-1.63504085412917,0.328695271917646,19.8135416666667,11.5,1.44209442690625,224.304791666667,0.351169354986229,0.366096520010256,-1.11262418260268,-1.04648667904025,2015
"2015-10-04","nwis_11463980",1.47549740750409,-1.57782382171034,0.328074872194199,19.9833333333333,11.5,1.434720248,216.705791666667,0.350418288820119,0.360969881077613,-1.11451342776262,-1.04862772716062,2015
"2015-10-06","nwis_11463980",1.56884657789179,-1.67913111869197,0.329298907667915,20.4239583333333,11.5,1.44917363865625,209.673208333333,0.351899361329309,0.370993489600258,-1.11078940673889,-1.04441004957722,2015
"2015-10-07","nwis_11463980",1.57909427151487,-1.67171740351929,0.330931217413367,20.259375,11.5,1.46864147096875,205.363708333333,0.353875987835842,0.384337804073793,-1.10584472757551,-1.03880874407155,2015
"2015-10-08","nwis_11463980",1.51887611977083,-1.58111883545791,0.332550723619148,20.3260416666667,11.5,1.48810930328125,209.534416666667,0.3558383170608,0.397506390219319,-1.1009628782831,-1.03327881685407,2015
"2015-10-09","nwis_11463980",1.37731831283186,-1.60282297264017,0.331986729207526,19.934375,11.5,1.4813250586875,208.747458333333,0.355154898233516,0.39293699714914,-1.10266028313105,-1.03520125162015,2015
"2015-10-10","nwis_11463980",1.53982811129102,-1.82089100242774,0.331053799002265,20.4239583333333,11.5,1.47011630675,200.732625,0.354024528233519,0.385341517898899,-1.10547438206237,-1.03838907945347,2015
"2015-10-11","nwis_11463980",1.36388539173963,-1.56945929743051,0.330982215243387,20.2947916666667,11.5,1.46923140528125,198.645333333333,0.353937598461387,0.384739410504894,-1.10569063543112,-1.03863465691953,2015
"2015-10-12","nwis_11463980",1.35979473577532,-1.57424100777473,0.331542636574172,20.1895833333333,11.5,1.476015649875,200.893333333333,0.354617027349627,0.389346329018412,-1.10399886051003,-1.03671686802441,2015
